,Title,Ingredients,Instructions,Image_Name,Price
847,Coconut-Chocolate Icebox Cake with Toasted Almonds,"3 (13 1/2-fl-oz [400-ml]) cans full-fat coconut milk, 1/2 to 1 tsp almond extract, ""3/4 cup [90 g] confectioners sugar"", 1 1/2 cups [360 ml] heavy cream, 1 1/2 cups [90 g] sweetened shredded coconut, toasted, 9 oz [255 g] crisp chocolate wafer cookies, 1/2 cup [60 g] sliced almonds, toasted","Place the cans of coconut milk in the coldest spot in your refrigerator upside-down and leave them there for 24 hours. This will allow the coconut cream in the milk to solidify and separate from the liquid.
Line a 9-by-5-by-3-in [23-by-12-by-7.5-cm] loaf pan with plastic wrap that hangs slightly over the sides of the pan.
Flip the cans of coconut milk right-side up, open the cans, and, using a rubber spatula, carefully scrape the solid coconut cream into the bowl of a stand mixer fitted with the whisk attachment. Save the liquid for another purpose. Add the almond extract and confectioners' sugar, and whisk on medium speed until smooth and thick. Add the heavy cream and whisk on medium-high speed until the cream holds stiff peaks, about 2 minutes. Add the toasted coconut and fold it into the cream with a rubber spatula.
Using a small offset spatula or the back of a spoon, spread a thin layer of the whipped cream on the bottom of the lined pan. Cover as much of the cream as possible with a layer of wafers, filling any gaps with broken wafers, to create a solid layer of wafers.
Continue layering whipped cream and wafers until you run out or reach the top of the pan, ending with a layer of wafers. Gently cover the surface with plastic wrap and refrigerate for at least 6 to 8 hours, or preferably overnight. If you have whipped cream left over, store this in the refrigerator along with the cake.
Remove the cake from the refrigerator prior to serving and peel off the plastic wrap. Place a serving plate over the pan and invert the cake onto the plate. Carefully remove the pan and plastic wrap lining and, if using, thinly spread the remaining whipped cream over the sides and top of the cake. Re-whip the cream if it looks too soft to spread. Sprinkle the cake with the toasted almonds, lightly pressing them into the cake.
Using a serrated knife, cut the cake into slices and serve. The cake will keep, lightly wrapped with plastic wrap, in the refrigerator for up to 3 days.",coconut-chocolate-icebox-cake-with-toasted-almonds,18.68
848,Ambrosia,"1 medium coconut, 8 large navel oranges, 2 tablespoons sugar, Pinch of kosher or sea salt, 3 tablespoons cream Sherry","Preheat oven to 400°F with rack in middle.
Pierce softest eye of coconut with a small screwdriver, then drain liquid and discard. Bake coconut in a shallow baking pan until it cracks, about 20 minutes. When cool, wrap in a towel and break shell with a hammer. Pry flesh from shell with screwdriver and peel off brown membrane with a vegetable peeler. Rinse coconut flesh. Coarsely grate coconut on large holes of a box grater using light pressure in long strokes to produce long, feathery flakes.
Cut peel and pith from oranges with a sharp paring knife. Working over a large bowl, cut segments free from membranes, letting them drop into bowl; squeeze juice from membranes into bowl.
Gently toss oranges with coconut, sugar, salt, and Sherry. Chill, covered, at least 1 hour.",ambrosia-241176,20.95
849,Pork Chops Saltimbocca with Sautéed Spinach,"2 (1-inch-thick) center-cut rib pork chops, 2 sage leaves, finely chopped, 2 very thin slices Italian Fontina, 2 thin slices prosciutto (1 ounce), 2 tablespoons olive oil, divided, 1 large garlic clove, finely chopped, 1 (10-ounces) bag fresh spinach, stems discarded, 2 tablespoons unsalted butter, cut into pieces, 1 tablespoon fresh lemon juice","Preheat oven to 450°F with rack in middle.
Cut a deep, wide pocket in each pork chop. Sprinkle half of sage into each pocket and stuff pockets with cheese and prosciutto. Pat chops dry and season with 1/4 teaspoon each of salt and pepper (total).
Heat 1 tablespoon oil in a 12-inch ovenproof heavy skillet over medium-high heat until it shimmers. Cook chops until undersides are golden, about 2 minutes, then turn chops and transfer skillet to oven. Roast until cooked through, about 5 minutes.
While chops cook, heat remaining tablespoon oil in a 5-quart pot over medium heat until it shimmers. Sauté garlic until pale golden, about 30 seconds. Add spinach and cook, covered, stirring occasionally, until wilted, about 3 minutes. Season with salt.
Transfer chops to a platter. Add butter and lemon juice to hot skillet, stirring and scraping up brown bits, then pour sauce over pork.
Serve pork with spinach.",pork-chops-saltimbocca-with-sauteed-spinach-354511,19.37
850,Sforzando (Whiskey and Mezcal Cocktail),"1 ounce Rittenhouse Rye (bonded), ¾ ounce Del Maguey Chichicapa Mezcal, ½ ounce Bénédictine liqueur, ½ ounce Dolin Dry Vermouth, 2 dashes Bitterman’s Mole Bitters, Garnish: Orange twist, Class: Coupe",Stir all ingredients with ice and strain into glass. Garnish.,sforzando-whiskey-and-mezcal-cocktail,39.94
851,3-Ingredient Maple-Cardamom Salmon,"3 tablespoons olive oil, 2 tablespoons maple syrup, 1 teaspoon ground cardamom, 1 (1 1/2-pound) skin-on salmon fillet, 2 teaspoons kosher salt, Dill sprigs (for serving; optional)","Preheat oven to 275°F. Whisk oil, maple syrup, and cardamom in a small bowl. Place salmon in a large baking dish and brush with cardamom syrup on all sides. Marinate at room temperature 30 minutes.
Season each side of salmon with 1 tsp. salt. Bake until salmon is firm but still pink in the center, 22–25 minutes (if you prefer salmon more well done, cook an additional 5 minutes).
Flake salmon into large pieces and arrange on a platter. Top with dill, if using.",3-ingredient-maple-cardamom-salmon,35.67
852,White Spider,"3/4 to1 ounce white crème de menthe, 1 1/2 to 2 ounces vodka, 3 or 4 ice cubes",Combine all ingredients in a mixing glass and stir thoroughly. Strain into a chilled cocktail glass.,white-spider-200265,8.73
853,Pepper Chicken with Hummus,"1/3 cup olive oil, 3/4 teaspoon salt, 1/2 teaspoon ground cumin, 1/2 teaspoon black pepper, 1/4 teaspoon dried oregano, crumbled, 1 1/2 pounds skinless boneless chicken breasts and/or thighs, cut into 2 1/2 -inch pieces, 1 red bell pepper, cut lengthwise into 1/2-inch-wide strips, 1 Italian frying or Cubanelle pepper, cut lengthwise into 1/2-inch-wide strips, 1 medium red onion, cut lengthwise into 1/2-inch-wide strips, 1 (8- to 10-ounce) container prepared hummus (preferably Sabra spicy or classic), Accompaniment: toasted pita bread","Preheat broiler.
Line a large shallow baking pan with foil.
Stir together oil, salt, cumin, pepper, and oregano in a large bowl, then toss with chicken and vegetables. Arrange in baking pan without crowding and broil 4 to 6 inches from heat, stirring once, until chicken is just cooked through and vegetables are lightly charred, about 8 minutes. Divide hummus among plates and top with chicken and vegetables.",pepper-chicken-with-hummus-237588,38.37
854,Celery Apple Granita,"1 (1,000-mg) tablet vitamin C (ascorbic acid), 2 Granny Smith apples, very coarsely chopped, 2/3 cup water, divided, 1 tablespoon chopped tarragon, 4 cups very coarsely chopped celery ribs (from 1 bunch), Equipment: a flour sack or linen cloth","Crush vitamin C tablet in a bowl with back of a spoon, then line a sieve with dampened flour sack cloth and set over bowl.
Purée apples with 1/3 cup water in a food processor (do not use a blender) until almost smooth, then pour into cloth. Bunch up cloth around mixture and squeeze as much clear juice as possible through cloth (about 11/2 cups). Discard solids remaining in cloth. Rinse and wring out cloth, then return to sieve.
Purée tarragon with remaining 1/3 cup water in processor until water is deep green, then add celery and purée until almost smooth. Pour into lined sieve and squeeze out juices (about 1 1/2 cups) into bowl with apple juice. Stir in 1/2 teaspoon salt and 1/4 teaspoon pepper.
Freeze mixture in an 8-inch square baking dish, scraping and stirring with a fork every 30 minutes, until frozen, at least 3 hours. (It will be too hard to scrape once fully frozen.)",celery-apple-granita-350593,3.25
855,Bresaola Carpaccio with Gribiche Vinaigrette,"2 hard-boiled large eggs, quartered, 1/2 cup minced radishes (about 4), 2 tablespoons drained capers (in brine), rinsed and chopped, 2 tablespoons minced cornichons or pickles (not sweet), 2 tablespoons chopped fresh chives, 1 1/2 tablespoons fresh lemon juice, 1/2 teaspoon salt, or to taste, 1/4 teaspoon black pepper, or to taste, 3 tablespoons extra-virgin olive oil, 10 ounces thinly sliced air-dried beef such as bresaola or Bundnerfleisch, or prosciutto, 5 ounces baby arugula (7 cups packed), 2 tablespoons finely grated Parmigiano-Reggiano","Force eggs through a medium-mesh sieve into a small bowl using back of a spoon.
Add radishes, capers, cornichons, and chives to eggs, then gently toss to combine.
Whisk together lemon juice, salt, and pepper in a large bowl, then add oil in a slow stream, whisking until emulsified.
Arrange slices of bresaola, overlapping slightly, to cover 4 large plates. Drizzle all but 1/2 tablespoon vinaigrette over meat, then sprinkle generously with egg mixture.
Add arugula and cheese to remaining vinaigrette in bowl and toss to coat lightly. Mound salad in center of each plate.",bresaola-carpaccio-with-gribiche-vinaigrette-235463,19.57
856,Creamed Broccoli with Parmesan,"1 bunch broccoli (1 1/4 pounds), 1 cup heavy cream, 2 garlic cloves, smashed and peeled, 1/4 teaspoon grated nutmeg, 3 tablespoons grated parmesan, 1/2 teaspoon fresh lemon juice","Peel broccoli stems, then coarsely chop stems and florets. Cook broccoli in boiling salted water (1 1/2 teaspoons salt for 4 quarts water) until just tender, 4 to 6 minutes. Drain in a colander and run under cold water to stop cooking.
Simmer cream, garlic, nutmeg, 1/4 teaspoon salt, and 1/8 teaspoon pepper in a medium saucepan, uncovered, until slightly thickened and reduced to about 2/3 cup, about 5 minutes.
Add broccoli and simmer, mashing with a potato masher, until coarsely mashed and heated through, about 2 minutes.
Remove from heat and stir in parmesan and lemon juice.",creamed-broccoli-with-parmesan-351898,21.02
857,Hawaiian Rib-Eye Steak,"2 cups pineapple juice, 1/2 cup soy sauce, 1/2 cup sugar, 5 tablespoons apple cider vinegar, 2 teaspoons toasted sesame oil, 1/3 cup chopped white onion, 1 1-inch piece ginger, peeled, finely chopped, 2 (1-inch-thick) bone-in rib-eye steaks (about 3 pounds total), 4 tablespoons unsalted butter, room temperature, 2 teaspoons toasted sesame oil, Kosher salt","Whisk pineapple juice, soy sauce, sugar, vinegar, and oil in a small bowl until sugar is dissolved. Add onion and ginger. Set aside 2 Tbsp. marinade for butter. Transfer remaining marinade to a large resealable plastic bag. Add steaks and seal bag, pressing out excess air. Chill at least 1 day.
Remove steaks from marinade, pat dry, and let sit until room temperature, about 1 hour.
Whisk butter and oil in a medium bowl to combine. Vigorously whisk in reserved marinade; season with salt. Transfer to the center of a sheet of parchment paper and roll up into a log. Chill until firm, at least 1 hour.
Build a two-zone fire in a charcoal grill for direct (medium-high coals) and indirect (medium-low coals) heat. Alternatively, heat a gas grill to high just before cooking, leaving one burner on low. Season steaks very lightly with salt (omit this step if marinating more than 24 hours). Grill over high heat, turning, until steaks are well browned and beginning to char around edges, about 4 minutes. Transfer to cooler part of grill and continue to cook until an instant-read thermometer inserted into thickest part of steaks registers 120°F for medium-rare. (Alternatively, cook in a grill pan over medium-high heat, turning steaks every couple of minutes.)
Transfer steaks to a wire rack. Slice butter into 1/4""-thick rounds and divide between steaks. Let rest at least 10 minutes before slicing.
Steaks can be marinated 3 days ahead. Keep chilled. Butter can be made 3 days ahead. Keep chilled.",hawaiian-rib-eye-steak,10.12
